"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","美元",
"202101","1201","大豆，不论是否破碎","145","哈萨克斯坦","10","一般贸易","65","新疆维吾尔自治区","64,626",
"202101","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","11","北京市","466,239",
"202101","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","12","天津市","1,299,103",
"202101","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","33","浙江省","2,803,004",
"202101","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","37","山东省","139,277",
"202101","1201","大豆，不论是否破碎","217","埃塞俄比亚","10","一般贸易","11","北京市","179,718",
"202101","1201","大豆，不论是否破碎","217","埃塞俄比亚","10","一般贸易","21","辽宁省","121,965",
"202101","1201","大豆，不论是否破碎","217","埃塞俄比亚","10","一般贸易","33","浙江省","372,957",
"202101","1201","大豆，不论是否破碎","217","埃塞俄比亚","10","一般贸易","37","山东省","247,612",
"202101","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","11","北京市","802,815",
"202101","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","21","辽宁省","51,658",
"202101","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","23","黑龙江省","5,245,327",
"202101","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","33","浙江省","870,315",
"202101","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","34","安徽省","284,190",
"202101","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","37","山东省","267,654",
"202101","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","44","广东省","277,248",
"202101","1201","大豆，不论是否破碎","344","俄罗斯","15","进料加工贸易","21","辽宁省","3,751,101",
"202101","1201","大豆，不论是否破碎","344","俄罗斯","19","边境小额贸易","23","黑龙江省","5,711,470",
"202101","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","11","北京市","1,991,500",
"202101","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","12","天津市","157,367",
"202101","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","13","河北省","708,566",
"202101","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","31","上海市","138,918",
"202101","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","33","浙江省","469,116",
"202101","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","34","安徽省","744,598",
"202101","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","35","福建省","1,113,689",
"202101","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","12","天津市","59,870",
"202101","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","21","辽宁省","19,089,025",
"202101","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","12","天津市","187,895,286",
"202101","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","31","上海市","39,134,590",
"202101","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","33","浙江省","27,320,764",
"202101","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","35","福建省","80,621,155",
"202101","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","37","山东省","29,656,654",
"202101","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","45","广西壮族自治区","26,492,687",
"202101","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","53","云南省","33,472,490",
"202101","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","61","陕西省","34,294,480",
"202101","1201","大豆，不论是否破碎","444","乌拉圭","10","一般贸易","21","辽宁省","16,049,843",
"202101","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","11","北京市","1,779,722",
"202101","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","12","天津市","1,146,573",
"202101","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","21","辽宁省","24,293",
"202101","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","32","江苏省","242,914",
"202101","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","33","浙江省","1,959,099",
"202101","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","34","安徽省","1,148,297",
"202101","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","35","福建省","1,506,517",
"202101","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","37","山东省","5,956,195",
"202101","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","43","湖南省","1,454,548",
"202101","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","44","广东省","329,221",
"202101","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","62","甘肃省","59,563",
"202101","1201","大豆，不论是否破碎","501","加拿大","14","来料加工贸易","44","广东省","105,951",
"202101","1201","大豆，不论是否破碎","501","加拿大","15","进料加工贸易","44","广东省","314,766",
"202101","1201","大豆，不论是否破碎","501","加拿大","34","海关特殊监管区域物流货物","21","辽宁省","54,469",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","11","北京市","622,912,054",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","12","天津市","269,307,965",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","13","河北省","251,648,341",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","21","辽宁省","86,901,349",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","23","黑龙江省","44,659,787",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","31","上海市","393,631,475",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","32","江苏省","517,195,399",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","33","浙江省","47,363,651",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","34","安徽省","32,514,186",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","35","福建省","69,795,172",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","36","江西省","10,422,561",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","37","山东省","259,437,091",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","41","河南省","10,228,240",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","42","湖北省","8,152,000",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","43","湖南省","12,968,214",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","44","广东省","4,107,827",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","45","广西壮族自治区","170,090,024",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","50","重庆市","2,428,742",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","51","四川省","8,726,917",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","53","云南省","18,105,581",
"202101","1201","大豆，不论是否破碎","502","美国","10","一般贸易","61","陕西省","39,741,732",
"202101","1201","大豆，不论是否破碎","502","美国","15","进料加工贸易","32","江苏省","31,525,243",
"202101","1201","大豆，不论是否破碎","502","美国","15","进料加工贸易","37","山东省","31,471,384",
"202101","1201","大豆，不论是否破碎","502","美国","33","保税监管场所进出境货物","37","山东省","48,206,967",
"202101","1201","大豆，不论是否破碎","502","美国","33","保税监管场所进出境货物","43","湖南省","23,380,460",
"202101","1201","大豆，不论是否破碎","502","美国","34","海关特殊监管区域物流货物","12","天津市","27,073,894",
"202101","1201","大豆，不论是否破碎","502","美国","34","海关特殊监管区域物流货物","44","广东省","1,432,712",
"202102","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","11","北京市","605,458",
"202102","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","12","天津市","4,453,160",
"202102","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","21","辽宁省","1,443,722",
"202102","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","32","江苏省","375,947",
"202102","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","33","浙江省","6,077,594",
"202102","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","34","安徽省","296,986",
"202102","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","37","山东省","797,787",
"202102","1201","大豆，不论是否破碎","217","埃塞俄比亚","10","一般贸易","11","北京市","47,520",
"202102","1201","大豆，不论是否破碎","217","埃塞俄比亚","10","一般贸易","21","辽宁省","384,395",
"202102","1201","大豆，不论是否破碎","217","埃塞俄比亚","10","一般贸易","33","浙江省","259,719",
"202102","1201","大豆，不论是否破碎","217","埃塞俄比亚","10","一般贸易","37","山东省","498,723",
"202102","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","11","北京市","7,017,797",
"202102","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","21","辽宁省","183,474",
