数据年月,贸易伙伴名称,美元
202201,巴西,53336179.0
202201,巴西,79462119.0
202201,巴西,180396636.0
202201,巴西,457578853.0
202201,巴西,79275909.0
202201,巴西,122669152.0
202201,巴西,77049335.0
202201,巴西,40144238.0
202201,巴西,122951645.0
202201,巴西,80878933.0
202201,巴西,42452209.0
202201,巴西,18031122.0
202202,巴西,155036280.0
202202,巴西,40519537.0
202202,巴西,81237413.0
202202,巴西,70681411.0
202202,巴西,80905891.0
202202,巴西,6296775.0
202202,巴西,64537677.0
202202,巴西,78342653.0
202202,巴西,37636434.0
202202,巴西,80719053.0
202202,巴西,44271347.0
202202,巴西,39702613.0
202203,巴西,39491987.0
202203,巴西,141220288.0
202203,巴西,43490923.0
202203,巴西,520963238.0
202203,巴西,258458678.0
202203,巴西,97786589.0
202203,巴西,249704919.0
202203,巴西,8418721.0
202203,巴西,5066278.0
202203,巴西,222489981.0
202203,巴西,89455839.0
202203,巴西,49364610.0
202203,巴西,20081982.0
202203,巴西,3120203.0
202203,巴西,6152142.0
202203,巴西,2097780.0
202203,巴西,25609496.0
202203,巴西,43554515.0
202204,巴西,51836963.0
202204,巴西,68174070.0
202204,巴西,391866986.0
202204,巴西,74156631.0
202204,巴西,92180452.0
202204,巴西,195525743.0
202204,巴西,610440459.0
202204,巴西,1158280341.0
202204,巴西,183315754.0
202204,巴西,8579134.0
202204,巴西,404182853.0
202204,巴西,8644680.0
202204,巴西,53409398.0
202204,巴西,179116292.0
202204,巴西,264213794.0
202204,巴西,13064726.0
202204,巴西,113555999.0
202204,巴西,8579701.0
202204,巴西,48318752.0
202204,巴西,23557194.0
202204,巴西,7093700.0
202204,巴西,17813507.0
202204,巴西,24768324.0
202204,巴西,13820000.0
202204,巴西,42388531.0
202204,巴西,114181382.0
202204,巴西,39103010.0
202204,巴西,163.0
202205,巴西,19734999.0
202205,巴西,307313815.0
202205,巴西,266655894.0
202205,巴西,241025083.0
202205,巴西,35371151.0
202205,巴西,813894874.0
202205,巴西,1055595413.0
202205,巴西,102804582.0
202205,巴西,39586247.0
202205,巴西,234009165.0
202205,巴西,19451768.0
202205,巴西,699048938.0
202205,巴西,19338670.0
202205,巴西,32565909.0
202205,巴西,54995499.0
202205,巴西,234998060.0
202205,巴西,460315540.0
202205,巴西,22987811.0
202205,巴西,39847076.0
202205,巴西,84528745.0
202205,巴西,136261626.0
202205,巴西,3553100.0
202205,巴西,15960009.0
202205,巴西,3100715.0
202205,巴西,14083847.0
202205,巴西,16920353.0
202205,巴西,14187400.0
202205,巴西,3221705.0
202205,巴西,42827731.0
202205,巴西,112885827.0
202205,巴西,33028500.0
202206,巴西,90626238.0
202206,巴西,294253665.0
202206,巴西,481250450.0
202206,巴西,195146874.0
202206,巴西,95643070.0
202206,巴西,44589884.0
202206,巴西,614755467.0
202206,巴西,1225985184.0
202206,巴西,76944095.0
202206,巴西,15534455.0
202206,巴西,521674745.0
202206,巴西,18361712.0
202206,巴西,488810906.0
202206,巴西,32288343.0
202206,巴西,9786003.0
202206,巴西,58751960.0
202206,巴西,185933727.0
202206,巴西,253982548.0
202206,巴西,13228370.0
202206,巴西,19861881.0
202206,巴西,47194639.0
202206,巴西,79218825.0
202206,巴西,4418728.0
202206,巴西,2228015.0
202206,巴西,29894200.0
202206,巴西,5534805.0
202206,巴西,16759903.0
202206,巴西,91657869.0
202207,巴西,88881829.0
202207,巴西,156730449.0
202207,巴西,360985504.0
202207,巴西,242409424.0
202207,巴西,50690682.0
202207,巴西,103392464.0
202207,巴西,784888038.0
202207,巴西,1547163189.0
202207,巴西,251340452.0
202207,巴西,31915855.0
202207,巴西,340733292.0
202207,巴西,7541100.0
202207,巴西,7576900.0
202207,巴西,65166112.0
202207,巴西,273103880.0
202207,巴西,354499107.0
202207,巴西,26746298.0
202207,巴西,29973559.0
202207,巴西,87185271.0
202207,巴西,81779513.0
202207,巴西,6360380.0
202207,巴西,5844720.0
202207,巴西,30896314.0
202207,巴西,10038739.0
202207,巴西,108213932.0
202207,巴西,35798271.0
202208,巴西,170991070.0
202208,巴西,148223762.0
202208,巴西,215632347.0
202208,巴西,50999698.0
202208,巴西,196850897.0
202208,巴西,616136638.0
202208,巴西,1046508263.0
202208,巴西,95924962.0
202208,巴西,368889021.0
202208,巴西,46554451.0
202208,巴西,372195411.0
202208,巴西,7604500.0
202208,巴西,78587091.0
202208,巴西,158144192.0
202208,巴西,367528808.0
202208,巴西,10439946.0
202208,巴西,57351097.0
202208,巴西,13230098.0
202208,巴西,93531136.0
202208,巴西,102136958.0
202208,巴西,10749450.0
202208,巴西,47576755.0
202208,巴西,9540376.0
202208,巴西,14244400.0
202208,巴西,194255009.0
202208,巴西,11082515.0
202209,巴西,42819018.0
202209,巴西,181682834.0
202209,巴西,406891199.0
202209,巴西,155967532.0
202209,巴西,45231224.0
202209,巴西,135410650.0
202209,巴西,454836016.0
202209,巴西,1135514644.0
202209,巴西,100282457.0
202209,巴西,15000499.0
202209,巴西,201100200.0
202209,巴西,7076200.0
202209,巴西,291679565.0
202209,巴西,15690589.0
202209,巴西,14971440.0
202209,巴西,48489001.0
202209,巴西,166063653.0
202209,巴西,198112140.0
202209,巴西,38271476.0
202209,巴西,29131493.0
202209,巴西,13421200.0
202209,巴西,49540948.0
202209,巴西,39722125.0
202209,巴西,3490170.0
202209,巴西,29044630.0
202209,巴西,111424225.0
202209,巴西,9534614.0
202209,巴西,44401910.0
202210,巴西,83959286.0
202210,巴西,231738430.0
202210,巴西,350351219.0
202210,巴西,288221024.0
202210,巴西,90096806.0
202210,巴西,6998200.0
202210,巴西,282765102.0
202210,巴西,7137617.0
202210,巴西,15488172.0
202210,巴西,112219942.0
202210,巴西,317350464.0
202210,巴西,94737633.0
202210,巴西,3499100.0
202210,巴西,13773272.0
202210,巴西,41790573.0
202211,巴西,234353118.0
202211,巴西,28098520.0
202211,巴西,61692998.0
202211,巴西,46175586.0
202211,巴西,132808353.0
202211,巴西,133785068.0
202211,巴西,91729903.0
202211,巴西,13996400.0
202211,巴西,227452695.0
202211,巴西,183582270.0
202211,巴西,6998200.0
202211,巴西,22124189.0
202211,巴西,228718444.0
202211,巴西,135343987.0
202211,巴西,82997826.0
202211,巴西,37775124.0
202211,巴西,45625506.0
202212,巴西,44885731.0
202212,巴西,278773039.0
202212,巴西,45678812.0
202212,巴西,84837244.0
202212,巴西,75454859.0
202212,巴西,169917663.0
202212,巴西,57040123.0
202212,巴西,35870339.0
202212,巴西,204404863.0
202212,巴西,171233723.0
202212,巴西,9109635.0
202212,巴西,160021940.0
202212,巴西,177210204.0
202212,巴西,91973556.0
202212,巴西,48683597.0
202212,巴西,5357837.0
202212,巴西,42757160.0
