数据年月,贸易伙伴名称,美元
201901,巴西,159690391.0
201901,巴西,63633918.0
201901,巴西,368699622.0
201901,巴西,543446129.0
201901,巴西,29726233.0
201901,巴西,239576205.0
201901,巴西,367671686.0
201901,巴西,29882955.0
201901,巴西,11232261.0
201901,巴西,52339252.0
201901,巴西,180995488.0
201901,巴西,56758837.0
201901,巴西,4501075.0
201901,巴西,13862100.0
201901,巴西,22173266.0
201901,巴西,40394111.0
201901,巴西,11184886.0
201901,巴西,28955667.0
201902,巴西,29001323.0
201902,巴西,254332941.0
201902,巴西,77979731.0
201902,巴西,28389270.0
201902,巴西,107504132.0
201902,巴西,104939145.0
201902,巴西,60843744.0
201902,巴西,102823080.0
201902,巴西,23114064.0
201902,巴西,14492687.0
201902,巴西,7117914.0
201902,巴西,23092405.0
201902,巴西,13747232.0
201902,巴西,3611791.0
201902,巴西,32068768.0
201903,巴西,202579245.0
201903,巴西,116440900.0
201903,巴西,67335151.0
201903,巴西,146381763.0
201903,巴西,110940890.0
201903,巴西,17138813.0
201903,巴西,28254380.0
201903,巴西,151702419.0
201903,巴西,75305706.0
201903,巴西,26446706.0
201903,巴西,51649471.0
201903,巴西,14801047.0
201903,巴西,23696208.0
201903,巴西,21748257.0
201903,巴西,10369196.0
201903,巴西,18116648.0
201903,巴西,26374026.0
201903,巴西,29239421.0
201904,巴西,233987667.0
201904,巴西,61124253.0
201904,巴西,25455321.0
201904,巴西,24919796.0
201904,巴西,139422695.0
201904,巴西,160142760.0
201904,巴西,522371540.0
201904,巴西,90978809.0
201904,巴西,101425302.0
201904,巴西,431098404.0
201904,巴西,12732664.0
201904,巴西,27845563.0
201904,巴西,90949428.0
201904,巴西,198111209.0
201904,巴西,15446183.0
201904,巴西,49492249.0
201904,巴西,44941350.0
201904,巴西,20297084.0
201904,巴西,7642455.0
201904,巴西,11067600.0
201904,巴西,9354815.0
201904,巴西,12008250.0
201904,巴西,25738699.0
201905,巴西,274840167.0
201905,巴西,77549170.0
201905,巴西,142901772.0
201905,巴西,27424330.0
201905,巴西,76248049.0
201905,巴西,287995443.0
201905,巴西,357498915.0
201905,巴西,65961536.0
201905,巴西,15932757.0
201905,巴西,168786125.0
201905,巴西,327650809.0
201905,巴西,24110670.0
201905,巴西,6763498.0
201905,巴西,157562349.0
201905,巴西,183780226.0
201905,巴西,13653437.0
201905,巴西,44674507.0
201905,巴西,25874890.0
201905,巴西,15662268.0
201905,巴西,36193681.0
201905,巴西,29210035.0
201905,巴西,10367358.0
201905,巴西,1863043.0
201905,巴西,20073060.0
201905,巴西,23773586.0
201905,巴西,54168660.0
201906,巴西,70630386.0
201906,巴西,49804928.0
201906,巴西,91336505.0
201906,巴西,64135716.0
201906,巴西,26027379.0
201906,巴西,76917078.0
201906,巴西,286869788.0
201906,巴西,358767592.0
201906,巴西,67801631.0
201906,巴西,17797472.0
201906,巴西,95989889.0
201906,巴西,290752480.0
201906,巴西,32543068.0
201906,巴西,36540099.0
201906,巴西,84636293.0
201906,巴西,168687983.0
201906,巴西,11377864.0
201906,巴西,23552390.0
201906,巴西,50677813.0
201906,巴西,16157011.0
201906,巴西,8757846.0
201906,巴西,33705489.0
201906,巴西,10803000.0
201906,巴西,9381726.0
201906,巴西,20442350.0
201906,巴西,25950405.0
201907,巴西,105460719.0
201907,巴西,120856161.0
201907,巴西,236352357.0
201907,巴西,58937885.0
201907,巴西,23126012.0
201907,巴西,23982700.0
201907,巴西,328674823.0
201907,巴西,498563185.0
201907,巴西,22202978.0
201907,巴西,4161360.0
201907,巴西,155044332.0
201907,巴西,267497458.0
201907,巴西,26723248.0
201907,巴西,19509250.0
201907,巴西,9843676.0
201907,巴西,29029490.0
201907,巴西,215965236.0
201907,巴西,27497769.0
201907,巴西,22970598.0
201907,巴西,21903073.0
201907,巴西,20835491.0
201907,巴西,34243912.0
201907,巴西,18765357.0
201907,巴西,12069300.0
201907,巴西,3046080.0
201907,巴西,13835697.0
201907,巴西,24750711.0
201907,巴西,46115966.0
201908,巴西,159540226.0
201908,巴西,96859145.0
201908,巴西,298769040.0
201908,巴西,72255944.0
201908,巴西,117564143.0
201908,巴西,369335507.0
201908,巴西,528580568.0
201908,巴西,75525598.0
201908,巴西,6198579.0
201908,巴西,105690061.0
201908,巴西,328597540.0
201908,巴西,15578773.0
201908,巴西,72004587.0
201908,巴西,125657200.0
201908,巴西,26487259.0
201908,巴西,46546312.0
201908,巴西,53319605.0
201908,巴西,8049400.0
201908,巴西,13986338.0
201908,巴西,8224800.0
201908,巴西,1660680.0
201908,巴西,12529173.0
201908,巴西,26870759.0
201909,巴西,111952668.0
201909,巴西,34453431.0
201909,巴西,218091405.0
201909,巴西,101506543.0
201909,巴西,24827497.0
201909,巴西,298972531.0
201909,巴西,293348991.0
201909,巴西,32147419.0
201909,巴西,8386571.0
201909,巴西,144687411.0
201909,巴西,165869402.0
201909,巴西,14035980.0
201909,巴西,8077800.0
201909,巴西,2014368.0
201909,巴西,27349729.0
201909,巴西,159359610.0
201909,巴西,27241831.0
201909,巴西,41780045.0
201909,巴西,11029773.0
201909,巴西,12942404.0
201909,巴西,65831166.0
201909,巴西,16815277.0
201909,巴西,52120799.0
201910,巴西,52334150.0
201910,巴西,95659501.0
201910,巴西,96515358.0
201910,巴西,24041689.0
201910,巴西,26366214.0
201910,巴西,250032992.0
201910,巴西,301126506.0
201910,巴西,23215500.0
201910,巴西,105084539.0
201910,巴西,261300560.0
201910,巴西,22358558.0
201910,巴西,75234131.0
201910,巴西,41052134.0
201910,巴西,6226421.0
201910,巴西,52701623.0
201910,巴西,6300150.0
201910,巴西,4027100.0
201910,巴西,26315473.0
201910,巴西,26123620.0
201911,巴西,26933848.0
201911,巴西,54244461.0
201911,巴西,149840068.0
201911,巴西,53155736.0
201911,巴西,28441360.0
201911,巴西,227119917.0
201911,巴西,401785585.0
201911,巴西,28197273.0
201911,巴西,46020081.0
201911,巴西,260644864.0
201911,巴西,10107283.0
201911,巴西,45492051.0
201911,巴西,80386252.0
201911,巴西,20704493.0
201911,巴西,58194726.0
201911,巴西,3515760.0
201911,巴西,1084450.0
201911,巴西,56254012.0
201911,巴西,7292019.0
201911,巴西,30683291.0
201912,巴西,27545185.0
201912,巴西,78633240.0
201912,巴西,77179140.0
201912,巴西,67384812.0
201912,巴西,28133588.0
201912,巴西,336774531.0
201912,巴西,335657552.0
201912,巴西,75111177.0
201912,巴西,201658870.0
201912,巴西,266497917.0
201912,巴西,8401800.0
201912,巴西,39576103.0
201912,巴西,235686118.0
201912,巴西,54799422.0
201912,巴西,4998625.0
201912,巴西,59416789.0
201912,巴西,16869419.0
201912,巴西,808040.0
201912,巴西,57316995.0
201912,巴西,12729441.0
201912,巴西,30555459.0
