数据年月,贸易伙伴名称,美元
202101,美国,622912054.0
202101,美国,269307965.0
202101,美国,251648341.0
202101,美国,86901349.0
202101,美国,44659787.0
202101,美国,393631475.0
202101,美国,517195399.0
202101,美国,47363651.0
202101,美国,32514186.0
202101,美国,69795172.0
202101,美国,10422561.0
202101,美国,259437091.0
202101,美国,10228240.0
202101,美国,8152000.0
202101,美国,12968214.0
202101,美国,4107827.0
202101,美国,170090024.0
202101,美国,2428742.0
202101,美国,8726917.0
202101,美国,18105581.0
202101,美国,39741732.0
202101,美国,31525243.0
202101,美国,31471384.0
202101,美国,48206967.0
202101,美国,23380460.0
202101,美国,27073894.0
202101,美国,1432712.0
202102,美国,891132560.0
202102,美国,135260250.0
202102,美国,240231299.0
202102,美国,65119212.0
202102,美国,36210375.0
202102,美国,37136695.0
202102,美国,243222268.0
202102,美国,122570117.0
202102,美国,1128519.0
202102,美国,19812387.0
202102,美国,45528838.0
202102,美国,7014330.0
202102,美国,285329318.0
202102,美国,3621980.0
202102,美国,856170.0
202102,美国,106383610.0
202102,美国,10667786.0
202102,美国,89061868.0
202102,美国,22875054.0
202102,美国,10391600.0
202102,美国,29523092.0
202102,美国,21556684.0
202102,美国,20365635.0
202102,美国,78165214.0
202102,美国,36415681.0
202103,美国,1465954910.0
202103,美国,130407935.0
202103,美国,173014776.0
202103,美国,110557756.0
202103,美国,136188683.0
202103,美国,380143939.0
202103,美国,165544331.0
202103,美国,35272763.0
202103,美国,20617385.0
202103,美国,45715381.0
202103,美国,410519477.0
202103,美国,6890265.0
202103,美国,7014330.0
202103,美国,19947418.0
202103,美国,42387423.0
202103,美国,124100809.0
202103,美国,8518101.0
202103,美国,47919213.0
202103,美国,40563065.0
202103,美国,22395296.0
202103,美国,31071383.0
202103,美国,119848887.0
202103,美国,35798579.0
202104,美国,208443514.0
202104,美国,2131472.0
202104,美国,204098992.0
202104,美国,58954867.0
202104,美国,28822439.0
202104,美国,25857026.0
202104,美国,230906967.0
202104,美国,79225927.0
202104,美国,8931679.0
202104,美国,26380425.0
202104,美国,26522499.0
202104,美国,98718131.0
202104,美国,9239010.0
202104,美国,9508541.0
202104,美国,2695989.0
202104,美国,34903079.0
202104,美国,1260603.0
202104,美国,47434086.0
202104,美国,8388981.0
202104,美国,10969213.0
202104,美国,15095716.0
202105,美国,1424226.0
202105,美国,3597672.0
202105,美国,2119549.0
202105,美国,3215757.0
202105,美国,620682.0
202105,美国,51097436.0
202105,美国,981845.0
202105,美国,36558341.0
202105,美国,5785042.0
202105,美国,28179.0
202105,美国,19008748.0
202105,美国,478133.0
202105,美国,5272045.0
202105,美国,21749844.0
202106,美国,792401.0
202106,美国,3905556.0
202106,美国,2219416.0
202106,美国,3089964.0
202106,美国,431723.0
202106,美国,3452148.0
202106,美国,1175882.0
202106,美国,11354077.0
202106,美国,1719165.0
202106,美国,400192.0
202106,美国,4188228.0
202107,美国,197684.0
202107,美国,4531146.0
202107,美国,887934.0
202107,美国,2234951.0
202107,美国,97175.0
202107,美国,6964437.0
202107,美国,7392681.0
202107,美国,2059940.0
202107,美国,1575192.0
202108,美国,232615.0
202108,美国,1900204.0
202108,美国,950284.0
202108,美国,417393.0
202108,美国,707401.0
202108,美国,5378912.0
202108,美国,1452762.0
202108,美国,314413.0
202109,美国,6701069.0
202109,美国,2243657.0
202109,美国,898720.0
202109,美国,42765774.0
202109,美国,1102179.0
202109,美国,1055153.0
202109,美国,613909.0
202109,美国,260856.0
202109,美国,258694.0
202109,美国,43275280.0
202110,美国,3993308.0
202110,美国,75721369.0
202110,美国,709373.0
202110,美国,312919.0
202110,美国,240279538.0
202110,美国,41332516.0
202110,美国,368162.0
202110,美国,42166580.0
202110,美国,7043278.0
202110,美国,47070.0
202110,美国,43243995.0
202110,美国,389350.0
202111,美国,525325282.0
202111,美国,52859924.0
202111,美国,251595373.0
202111,美国,85673077.0
202111,美国,228527307.0
202111,美国,527400905.0
202111,美国,23057843.0
202111,美国,371157.0
202111,美国,35342763.0
202111,美国,7385880.0
202111,美国,52511524.0
202111,美国,278313.0
202111,美国,26738221.0
202111,美国,478178.0
202111,美国,43704587.0
202111,美国,15772546.0
202111,美国,11078820.0
202111,美国,26520624.0
202111,美国,6154900.0
202111,美国,20165435.0
202111,美国,40614038.0
202112,美国,1527185322.0
202112,美国,51688433.0
202112,美国,158867199.0
202112,美国,170289100.0
202112,美国,40339104.0
202112,美国,135522844.0
202112,美国,434351346.0
202112,美国,16313452.0
202112,美国,39949376.0
202112,美国,11060827.0
202112,美国,365847905.0
202112,美国,33128036.0
202112,美国,26939297.0
202112,美国,36057956.0
202112,美国,22930681.0
202112,美国,101317819.0
202112,美国,18202140.0
202112,美国,7033080.0
202112,美国,2301529.0
202112,美国,52601169.0
202112,美国,12136100.0
202112,美国,7228200.0
202112,美国,7228200.0
202112,美国,13017625.0
202112,美国,30446000.0
202112,美国,121149017.0
202112,美国,34387337.0
