数据年月,贸易伙伴名称,美元
202301,美国,463303272.0
202301,美国,129095020.0
202301,美国,159990006.0
202301,美国,94444793.0
202301,美国,448058758.0
202301,美国,827438618.0
202301,美国,7456559.0
202301,美国,4353805.0
202301,美国,64921496.0
202301,美国,728984.0
202301,美国,257806878.0
202301,美国,14749033.0
202301,美国,6763488.0
202301,美国,119433543.0
202301,美国,12305065.0
202301,美国,53182029.0
202301,美国,8231708.0
202301,美国,5930371.0
202301,美国,13386400.0
202301,美国,3395250.0
202301,美国,105239169.0
202301,美国,40311615.0
202302,美国,483034861.0
202302,美国,298437364.0
202302,美国,479546631.0
202302,美国,33432283.0
202302,美国,46065682.0
202302,美国,95294628.0
202302,美国,169390775.0
202302,美国,427549368.0
202302,美国,506924195.0
202302,美国,18034563.0
202302,美国,29266454.0
202302,美国,102093973.0
202302,美国,18545187.0
202302,美国,378342853.0
202302,美国,30187764.0
202302,美国,8148600.0
202302,美国,73466039.0
202302,美国,80199713.0
202302,美国,269656763.0
202302,美国,681691.0
202302,美国,21387447.0
202302,美国,7877924.0
202302,美国,50501525.0
202302,美国,10024738.0
202302,美国,13546200.0
202302,美国,35854769.0
202303,美国,620795705.0
202303,美国,115653876.0
202303,美国,179971788.0
202303,美国,82036471.0
202303,美国,91793470.0
202303,美国,382661849.0
202303,美国,420370460.0
202303,美国,53378108.0
202303,美国,35859192.0
202303,美国,120943132.0
202303,美国,1885891.0
202303,美国,171134348.0
202303,美国,11933205.0
202303,美国,10538456.0
202303,美国,35786711.0
202303,美国,99522958.0
202303,美国,318609084.0
202303,美国,684004.0
202303,美国,24465078.0
202303,美国,30544435.0
202303,美国,46458633.0
202303,美国,34467847.0
202303,美国,12401366.0
202303,美国,27532749.0
202303,美国,13333000.0
202303,美国,3333250.0
202303,美国,59017378.0
202304,美国,484445974.0
202304,美国,128769763.0
202304,美国,43954475.0
202304,美国,1048675.0
202304,美国,114882736.0
202304,美国,93231804.0
202304,美国,4473992.0
202304,美国,20110766.0
202304,美国,12175938.0
202304,美国,22230449.0
202304,美国,46310321.0
202304,美国,36095502.0
202304,美国,279406.0
202304,美国,33997251.0
202304,美国,46302596.0
202304,美国,5402039.0
202304,美国,2509299.0
202304,美国,33398390.0
202305,美国,159526174.0
202305,美国,88127415.0
202305,美国,1375779.0
202305,美国,3730096.0
202305,美国,1277049.0
202305,美国,9834563.0
202305,美国,39161706.0
202305,美国,16205912.0
202305,美国,495428.0
202305,美国,335764.0
202305,美国,965126.0
202306,美国,142729700.0
202306,美国,11290516.0
202306,美国,24675127.0
202306,美国,617838.0
202306,美国,801531.0
202306,美国,14909293.0
202306,美国,7326129.0
202306,美国,32015.0
202306,美国,378485.0
202307,美国,36371885.0
202307,美国,13151712.0
202307,美国,32379224.0
202307,美国,1591432.0
202307,美国,5961411.0
202307,美国,17267.0
202307,美国,338928.0
202308,美国,56400451.0
202308,美国,7227609.0
202308,美国,416585.0
202308,美国,10690902.0
202308,美国,736985.0
202309,美国,61034510.0
202309,美国,340117.0
202309,美国,12163784.0
202309,美国,9053844.0
202309,美国,772318.0
202310,美国,33436950.0
202310,美国,125751.0
202310,美国,6675805.0
202310,美国,50035348.0
202310,美国,45297668.0
202311,美国,7684583.0
202311,美国,118926808.0
202311,美国,60791713.0
202311,美国,39722379.0
202311,美国,39432255.0
202311,美国,67475916.0
202311,美国,326247852.0
202311,美国,367299190.0
202311,美国,3053914.0
202311,美国,776253.0
202311,美国,34708957.0
202311,美国,198732789.0
202311,美国,5810191.0
202311,美国,8736557.0
202311,美国,41406269.0
202311,美国,11508032.0
202312,美国,125321097.0
202312,美国,414162423.0
202312,美国,233792719.0
202312,美国,31737722.0
202312,美国,58854595.0
202312,美国,33263165.0
202312,美国,107471127.0
202312,美国,321616323.0
202312,美国,77995085.0
202312,美国,2182730.0
202312,美国,49689375.0
202312,美国,321220643.0
202312,美国,29201203.0
202312,美国,106620496.0
202312,美国,121685689.0
202312,美国,1687835.0
202312,美国,24479244.0
202312,美国,13896750.0
202312,美国,46613324.0
202312,美国,27860185.0
202312,美国,71630283.0
