hts8,brief_description,quantity_1_code,quantity_2_code,wto_binding_code,mfn_text_rate,mfn_rate_type_code,mfn_ave,mfn_ad_val_rate,mfn_specific_rate,mfn_other_rate,col1_special_text,col1_special_mod,gsp_indicator,gsp_ctry_excluded,apta_indicator,civil_air_indicator,nafta_canada_ind,nafta_mexico_ind,mexico_rate_type_code,mexico_ad_val_rate,mexico_specific_rate,cbi_indicator,cbi_ad_val_rate,cbi_specific_rate,agoa_indicator,cbtpa_indicator,cbtpa_rate_type_code,cbtpa_ad_val_rate,cbtpa_specific_rate,israel_fta_indicator,atpa_indicator,atpa_ad_val_rate,atpa_specific_rate,atpdea_indicator,jordan_indicator,jordan_rate_type_code,jordan_ad_val_rate,jordan_specific_rate,jordan_other_rate,singapore_indicator,singapore_rate_type_code,singapore_ad_val_rate,singapore_specific_rate,singapore_other_rate,chile_indicator,chile_rate_type_code,chile_ad_val_rate,chile_specific_rate,chile_other_rate,morocco_indicator,morocco_rate_type_code,morocco_ad_val_rate,morocco_specific_rate,morocco_other_rate,australia_indicator,australia_rate_type_code,australia_ad_val_rate,australia_specific_rate,australia_other_rate,bahrain_indicator,bahrain_rate_type_code,bahrain_ad_val_rate,bahrain_specific_rate,bahrain_other_rate,dr_cafta_indicator,dr_cafta_rate_type_code,dr_cafta_ad_val_rate,dr_cafta_specific_rate,dr_cafta_other_rate,dr_cafta_plus_indicator,dr_cafta_plus_rate_type_code,dr_cafta_plus_ad_val_rate,dr_cafta_plus_specific_rate,dr_cafta_plus_other_rate,oman_indicator,oman_rate_type_code,oman_ad_val_rate,oman_specific_rate,oman_other_rate,peru_indicator,peru_rate_type_code,peru_ad_val_rate,peru_specific_rate,peru_other_rate,pharmaceutical_ind,dyes_indicator,col2_text_rate,col2_rate_type_code,col2_ad_val_rate,col2_specific_rate,col2_other_rate,begin_effect_date,end_effective_date,footnote_comment,additional_duty,korea_indicator,korea_rate_type_code,korea_ad_val_rate,korea_specific_rate,korea_other_rate,colombia_indicator,colombia_rate_type_code,colombia_ad_val_rate,colombia_specific_rate,colombia_other_rate,panama_indicator,panama_rate_type_code,panama_ad_val_rate,panama_specific_rate,panama_other_rate,nepal_indicator,japan_indicator,japan_rate_type_code,japan_ad_val_rate,japan_specific_rate,japan_other_rate,usmca_indicator,usmca_rate,usmca_ad_val_rate,usmca_specific,usmca_other_rate
"62114903","Rec perf outwear, women's/girls' garments (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton,mmf), cont 70% or more wt of silk","DOZ","KG","B","1.2%","7",,0.01,0,0,"Free (AU,BH,CA,CL,CO,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,"E",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62114915","Rec perf outwear, women's or girls' track suits or other garments nesoi, not knitted or crocheted, of wool or fine animal hair","DOZ","KG","B","12%","7",,0.12,0,0,"Free (AU,BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"58.5%","7",0.58,0,0,07/01/2020,12/31/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62114915","Rec perf outwear, women's or girls' track suits or other garments nesoi, not knitted or crocheted, of wool or fine animal hair","DOZ","KG","B","12%","7",,0.12,0,0,"Free (AU,BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"58.5%","7",0.58,0,0,01/01/2018,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62114925","Rec pref outwear, women's/girls' garments (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton,mmf), cont under 70% by wt of silk","DOZ","KG","B","7.3%","7",,0.07,0,0,"Free (AU,BH,CA,CL,CO,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,"E",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,08/22/2016,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62114925","Rec pref outwear, women's/girls' garments (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton,mmf), cont under 70% by wt of silk","DOZ","KG","B","7.3%","7",,0.07,0,0,"Free (AU,BH,CA,CL,CO,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,"E",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62114950","Women's/girls' garms (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton, mmf), cont 70% or more wt of silk,o/than rec perf outwear","DOZ","KG","B","1.2%","7",,0.01,0,0,"Free (AU,BH,CA,CL,CO,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,"E",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,08/22/2016,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62114950","Women's/girls' garms (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton, mmf), cont 70% or more wt of silk,o/than rec perf outwear","DOZ","KG","B","1.2%","7",,0.01,0,0,"Free (AU,BH,CA,CL,CO,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,"E",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62114960","Women's or girls' track suits or other garments nesoi, not knitted or crocheted, of wool or fine animal hair, o/than rec perf outwear","DOZ","KG","B","12%","7",,0.12,0,0,"Free (AU,BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"58.5%","7",0.58,0,0,01/01/2018,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62114960","Women's or girls' track suits or other garments nesoi, not knitted or crocheted, of wool or fine animal hair, o/than rec perf outwear","DOZ","KG","B","12%","7",,0.12,0,0,"Free (AU,BH,CA,CL,CO,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"58.5%","7",0.58,0,0,07/01/2020,12/31/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62114980","Women's/girls' garm (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton, mmf), cont under 70% by wt of silk, not rec perf outwear","DOZ","KG","B","7.3%","7",,0.07,0,0,"Free (AU,BH,CA,CL,CO,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,"E",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,08/22/2016,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62114980","Women's/girls' garm (excl swimwr or ski-suits), nesoi, not k/c, tex mat (not wool, cotton, mmf), cont under 70% by wt of silk, not rec perf outwear","DOZ","KG","B","7.3%","7",,0.07,0,0,"Free (AU,BH,CA,CL,CO,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,"E",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"35%","7",0.35,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62121030","Brassieres, containing lace, net or embroidery, containing 70% or more by weight of silk or silk waste, whether or not knitted or crocheted","DOZ","KG","B","4.8%","7",,0.04,0,0,"Free (AU,BH,CA, CL,CO,E,IL,JO, KR,MA,MX,OM, P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,"E",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"90%","7",0.9,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62121030","Brassieres, containing lace, net or embroidery, containing 70% or more by weight of silk or silk waste, whether or not knitted or crocheted","DOZ","KG","B","4.8%","7",,0.04,0,0,"Free (AU,BH,CA, CL,CO,E,IL,JO, KR,MA,MX,OM, P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,"E",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"90%","7",0.9,0,0,01/01/2015,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62121050","Brassieres containing lace, net or embroidery, containing under 70% by weight of silk or silk waste, whether or not knitted or crocheted","DOZ","KG","B","16.9%","7",,0.16,0,0,"Free (AU,BH,CA,CL,CO,E*,IL,JO,MA,MX,OM,P,PA,PE,SG) 1.6% (KR)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"90%","7",0.9,0,0,01/01/2020,06/30/2020,,,"KR","7",0.01,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62121050","Brassieres containing lace, net or embroidery, containing under 70% by weight of silk or silk waste, whether or not knitted or crocheted","DOZ","KG","B","16.9%","7",,0.16,0,0,"Free (AU,BH,CA,CL,CO,E*,IL,JO,MA,MX,OM,P,PA,PE,S,SG) 1.6% (KR)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"90%","7",0.9,0,0,07/01/2020,12/31/2020,,,"KR","7",0.01,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62121070","Brassieres, not containing lace, net or embroidery, containing 70% or more by wt of silk or silk waste, whether or not knitted or crocheted","DOZ","KG","B","2.7%","7",,0.02,0,0,"Free (AU,BH,CA, CL,CO,E,IL,JO, KR,MA,MX,OM, P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,"E",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"75%","7",0.75,0,0,10/31/2012,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62121070","Brassieres, not containing lace, net or embroidery, containing 70% or more by wt of silk or silk waste, whether or not knitted or crocheted","DOZ","KG","B","2.7%","7",,0.02,0,0,"Free (AU,BH,CA, CL,CO,E,IL,JO, KR,MA,MX,OM, P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,"E",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"75%","7",0.75,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62121090","Brassieres, not containing lace, net or embroidery, containing under 70% by wt of silk or silk waste, whether or not knitted or crocheted","DOZ","KG","B","16.9%","7",,0.16,0,0,"Free (AU,BH,CA,CL,CO,E*,IL,JO,MA,MX,OM,P,PA,PE,SG) 1.6% (KR)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"75%","7",0.75,0,0,01/01/2020,06/30/2020,,,"KR","7",0.01,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62121090","Brassieres, not containing lace, net or embroidery, containing under 70% by wt of silk or silk waste, whether or not knitted or crocheted","DOZ","KG","B","16.9%","7",,0.16,0,0,"Free (AU,BH,CA,CL,CO,E*,IL,JO,MA,MX,OM,P,PA,PE,S,SG) 1.6% (KR)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"75%","7",0.75,0,0,07/01/2020,12/31/2020,,,"KR","7",0.01,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62122000","Girdles and panty-girdles","DOZ","KG","B","20%","7",,0.2,0,0,"Free (AU,BH,CA, CL,CO,E*,IL,JO, KR,MA,MX,OM, P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"90%","7",0.9,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62122000","Girdles and panty-girdles","DOZ","KG","B","20%","7",,0.2,0,0,"Free (AU,BH,CA, CL,CO,E*,IL,JO, KR,MA,MX,OM, P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"90%","7",0.9,0,0,01/01/2015,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62123000","Corsets","DOZ","KG","B","23.5%","7",,0.23,0,0,"Free (AU,BH,CA, CL,CO,E*,IL,JO, KR,MA,MX,OM, P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"90%","7",0.9,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62123000","Corsets","DOZ","KG","B","23.5%","7",,0.23,0,0,"Free (AU,BH,CA, CL,CO,E*,IL,JO, KR,MA,MX,OM, P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"90%","7",0.9,0,0,01/01/2015,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62129000","Braces, suspenders, garters and similar articles and parts thereof","DOZ","KG","B","6.6%","7",,0.06,0,0,"Free (AU,BH,CA,CL,CO,E*,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"83.5%","7",0.83,0,0,07/01/2020,12/31/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62129000","Braces, suspenders, garters and similar articles and parts thereof","DOZ","KG","B","6.6%","7",,0.06,0,0,"Free (AU,BH,CA,CL,CO,E*,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"83.5%","7",0.83,0,0,01/01/2018,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62132010","Handkerchiefs, not knitted or crocheted, of cotton, hemmed, not containing lace or embroidery","DOZ","KG","B","13.2%","7",,0.13,0,0,"Free (AU,BH,CA, CL,CO,IL,JO,KR, MA,MX,OM, P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"58%","7",0.58,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62132010","Handkerchiefs, not knitted or crocheted, of cotton, hemmed, not containing lace or embroidery","DOZ","KG","B","13.2%","7",,0.13,0,0,"Free (AU,BH,CA, CL,CO,IL,JO,KR, MA,MX,OM, P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"58%","7",0.58,0,0,01/01/2015,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62132020","Handkerchiefs, not knitted or crocheted, of cotton, nesoi","DOZ","KG","B","7.1%","7",,0.07,0,0,"Free (AU,BH,CA, CL,CO,IL,JO,KR, MA,MX,OM, P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"75%","7",0.75,0,0,01/01/2015,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62132020","Handkerchiefs, not knitted or crocheted, of cotton, nesoi","DOZ","KG","B","7.1%","7",,0.07,0,0,"Free (AU,BH,CA, CL,CO,IL,JO,KR, MA,MX,OM, P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"75%","7",0.75,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62139005","Handkerchiefs, not knitted or crocheted, containing 70% or more by weight of silk or silk waste","DOZ","KG","B","1.1%","7",,0.01,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,S,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"60%","7",0.6,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62139005","Handkerchiefs, not knitted or crocheted, containing 70% or more by weight of silk or silk waste","DOZ","KG","B","1.1%","7",,0.01,0,0,"Free(A,AU,BH,CA,CL,CO,D,E,IL,JO,KR,MA,MX,OM,P,PA,PE,SG)",,"A",,,,"CA","MX","0",0,0,"E",0,0,"D",,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"60%","7",0.6,0,0,10/31/2012,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62139007","Handkerchiefs, of silk or silk waste, containing less than 70 percent by weight of silk or silk waste","DOZ","KG","B","3.8%","7",,0.03,0,0,"Free (AU,BH,CA, CL,CO,E*,IL,JO, KR,MA,MX,OM, P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"60%","7",0.6,0,0,01/01/2015,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62139007","Handkerchiefs, of silk or silk waste, containing less than 70 percent by weight of silk or silk waste","DOZ","KG","B","3.8%","7",,0.03,0,0,"Free (AU,BH,CA, CL,CO,E*,IL,JO, KR,MA,MX,OM, P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,"E*",0,0,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"60%","7",0.6,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
"62139010","Handkerchiefs, not knitted or crocheted, of man-made fibers","DOZ","KG","B","10.8%","7",,0.1,0,0,"Free (AU,BH,CA, CL,CO,IL,JO,KR, MA,MX,OM, P,PA,PE,SG)",,,,,,"CA","MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"68.5%","7",0.68,0,0,01/01/2015,06/30/2020,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,,,,,
"62139010","Handkerchiefs, not knitted or crocheted, of man-made fibers","DOZ","KG","B","10.8%","7",,0.1,0,0,"Free (AU,BH,CA, CL,CO,IL,JO,KR, MA,MX,OM, P,PA,PE,S,SG)",,,,,,"CA","MX","0",0,0,,,,,,,,,"IL",,,,,"JO","0",0,0,0,"SG","0",0,0,0,"CL","0",0,0,0,"MA","0",0,0,0,"AU","0",0,0,0,"BH","0",0,0,0,"P","0",0,0,0,,,,,,"OM","0",0,0,0,"PE","0",0,0,0,,,"68.5%","7",0.68,0,0,07/01/2020,12/31/2050,,,"KR","0",0,0,0,"CO","0",0,0,0,"PA","0",0,0,0,,,,,,,"S","0",0,0,0
