"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","美元",
"202001","1201","大豆，不论是否破碎","145","哈萨克斯坦","15","进料加工贸易","65","新疆维吾尔自治区","211,928",
"202001","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","11","北京市","1,636,100",
"202001","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","23","黑龙江省","267,251",
"202001","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","32","江苏省","99,210",
"202001","1201","大豆，不论是否破碎","344","俄罗斯","15","进料加工贸易","21","辽宁省","2,101,079",
"202001","1201","大豆，不论是否破碎","344","俄罗斯","19","边境小额贸易","23","黑龙江省","27,593,036",
"202001","1201","大豆，不论是否破碎","344","俄罗斯","34","海关特殊监管区域物流货物","23","黑龙江省","164,886",
"202001","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","13","河北省","147,204",
"202001","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","37","山东省","2,897,765",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","11","北京市","187,886,904",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","12","天津市","9,904,571",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","31","上海市","14,248,750",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","32","江苏省","150,073,099",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","34","安徽省","34,348,406",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","37","山东省","9,986,187",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","41","河南省","6,279,350",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","42","湖北省","14,932,759",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","43","湖南省","6,691,367",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","44","广东省","41,081,289",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","45","广西壮族自治区","56,604,666",
"202001","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","51","四川省","8,681,829",
"202001","1201","大豆，不论是否破碎","402","阿根廷","15","进料加工贸易","37","山东省","8,372,466",
"202001","1201","大豆，不论是否破碎","402","阿根廷","15","进料加工贸易","44","广东省","4,066,300",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","11","北京市","217,593",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","12","天津市","26,323,323",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","13","河北省","133,567,389",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","31","上海市","152,150,784",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","32","江苏省","278,189,045",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","33","浙江省","5,992,069",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","34","安徽省","8,136,800",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","35","福建省","135,085,509",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","37","山东省","109,084,604",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","42","湖北省","3,951,000",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","43","湖南省","34,438,449",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","44","广东省","26,379,729",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","45","广西壮族自治区","134,878,932",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","53","云南省","24,304,822",
"202001","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","61","陕西省","34,051,342",
"202001","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","32","江苏省","8,332,200",
"202001","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","43","湖南省","8,834,005",
"202001","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","45","广西壮族自治区","3,283,200",
"202001","1201","大豆，不论是否破碎","410","巴西","33","保税监管场所进出境货物","33","浙江省","22,283,762",
"202001","1201","大豆，不论是否破碎","410","巴西","33","保税监管场所进出境货物","43","湖南省","52,148,168",
"202001","1201","大豆，不论是否破碎","444","乌拉圭","10","一般贸易","11","北京市","3,806,444",
"202001","1201","大豆，不论是否破碎","444","乌拉圭","10","一般贸易","12","天津市","35,769,807",
"202001","1201","大豆，不论是否破碎","444","乌拉圭","10","一般贸易","37","山东省","16,146,174",
"202001","1201","大豆，不论是否破碎","444","乌拉圭","10","一般贸易","44","广东省","22,557,278",
"202001","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","31","上海市","209,800",
"202001","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","35","福建省","9,470",
"202001","1201","大豆，不论是否破碎","501","加拿大","14","来料加工贸易","44","广东省","158,166",
"202001","1201","大豆，不论是否破碎","501","加拿大","15","进料加工贸易","44","广东省","604,476",
"202001","1201","大豆，不论是否破碎","502","美国","10","一般贸易","11","北京市","534,237,206",
"202001","1201","大豆，不论是否破碎","502","美国","10","一般贸易","12","天津市","34,434,810",
"202001","1201","大豆，不论是否破碎","502","美国","10","一般贸易","13","河北省","86,225,501",
"202001","1201","大豆，不论是否破碎","502","美国","10","一般贸易","21","辽宁省","56,567,280",
"202001","1201","大豆，不论是否破碎","502","美国","10","一般贸易","22","吉林省","28,452,904",
"202001","1201","大豆，不论是否破碎","502","美国","10","一般贸易","23","黑龙江省","27,982,826",
"202001","1201","大豆，不论是否破碎","502","美国","10","一般贸易","31","上海市","87,170,598",
"202001","1201","大豆，不论是否破碎","502","美国","10","一般贸易","32","江苏省","289,260,658",
"202001","1201","大豆，不论是否破碎","502","美国","10","一般贸易","37","山东省","117,394,210",
"202001","1201","大豆，不论是否破碎","502","美国","10","一般贸易","44","广东省","25,972,236",
"202001","1201","大豆，不论是否破碎","502","美国","10","一般贸易","45","广西壮族自治区","82,244,631",
"202002","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","11","北京市","633,833",
"202002","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","23","黑龙江省","457,307",
"202002","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","32","江苏省","20,026",
"202002","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","34","安徽省","2,277,687",
"202002","1201","大豆，不论是否破碎","344","俄罗斯","15","进料加工贸易","21","辽宁省","1,004,273",
"202002","1201","大豆，不论是否破碎","344","俄罗斯","19","边境小额贸易","23","黑龙江省","12,919,285",
"202002","1201","大豆，不论是否破碎","344","俄罗斯","34","海关特殊监管区域物流货物","23","黑龙江省","45,000",
"202002","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","11","北京市","715,757",
"202002","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","13","河北省","29,986",
"202002","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","34","安徽省","451,766",
"202002","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","37","山东省","11,235",
"202002","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","11","北京市","67,920,784",
"202002","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","32","江苏省","34,431,129",
"202002","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","35","福建省","4,715,662",
"202002","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","37","山东省","29,880,116",
"202002","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","44","广东省","16,574,239",
"202002","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","61","陕西省","13,133,887",
"202002","1201","大豆，不论是否破碎","402","阿根廷","15","进料加工贸易","32","江苏省","6,326,400",
"202002","1201","大豆，不论是否破碎","402","阿根廷","15","进料加工贸易","35","福建省","2,476,307",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","12","天津市","57,288,704",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","13","河北省","125,668,457",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","31","上海市","210,102,845",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","32","江苏省","48,886,159",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","33","浙江省","27,290,900",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","34","安徽省","8,071,559",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","35","福建省","73,955,102",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","37","山东省","118,596,107",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","42","湖北省","8,842,359",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","43","湖南省","22,519,113",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","44","广东省","13,176,353",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","45","广西壮族自治区","32,674,405",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","50","重庆市","28,111,706",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","53","云南省","49,106,133",
"202002","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","61","陕西省","12,973,360",
"202002","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","45","广西壮族自治区","6,339,150",
"202002","1201","大豆，不论是否破碎","410","巴西","33","保税监管场所进出境货物","43","湖南省","38,239,617",
"202002","1201","大豆，不论是否破碎","410","巴西","34","海关特殊监管区域物流货物","12","天津市","23,725,712",
"202002","1201","大豆，不论是否破碎","444","乌拉圭","10","一般贸易","37","山东省","42,124,348",
"202002","1201","大豆，不论是否破碎","501","加拿大","15","进料加工贸易","44","广东省","88,740",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","11","北京市","151,962,007",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","12","天津市","46,800,887",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","13","河北省","117,168,316",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","21","辽宁省","109,821,872",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","23","黑龙江省","81,207,211",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","31","上海市","194,435,954",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","32","江苏省","197,065,867",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","37","山东省","146,934,303",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","41","河南省","8,863,673",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","45","广西壮族自治区","28,871,049",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","51","四川省","7,416,270",
"202002","1201","大豆，不论是否破碎","502","美国","10","一般贸易","61","陕西省","8,863,672",
"202003","1201","大豆，不论是否破碎","145","哈萨克斯坦","15","进料加工贸易","65","新疆维吾尔自治区","155,995",
"202003","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","11","北京市","13,332,704",
"202003","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","23","黑龙江省","398,164",
"202003","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","34","安徽省","420,408",
"202003","1201","大豆，不论是否破碎","344","俄罗斯","15","进料加工贸易","21","辽宁省","926,674",
"202003","1201","大豆，不论是否破碎","344","俄罗斯","19","边境小额贸易","23","黑龙江省","23,825,438",
"202003","1201","大豆，不论是否破碎","344","俄罗斯","34","海关特殊监管区域物流货物","21","辽宁省","93,561",
"202003","1201","大豆，不论是否破碎","344","俄罗斯","34","海关特殊监管区域物流货物","23","黑龙江省","250,770",
"202003","1201","大豆，不论是否破碎","344","俄罗斯","34","海关特殊监管区域物流货物","65","新疆维吾尔自治区","105,758",
"202003","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","11","北京市","1,114,868",
"202003","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","12","天津市","143,171",
"202003","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","13","河北省","55,411",
"202003","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","35","福建省","426,242",
"202003","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","62","甘肃省","191,100",
"202003","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","31","上海市","26,492,254",
"202003","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","32","江苏省","35,572,341",
"202003","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","33","浙江省","25,823,452",
"202003","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","35","福建省","21,968,177",
"202003","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","44","广东省","15,485,844",
"202003","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","61","陕西省","10,193,280",
"202003","1201","大豆，不论是否破碎","402","阿根廷","39","其他","11","北京市","380",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","11","北京市","57,305,224",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","12","天津市","33,935,498",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","13","河北省","102,988,672",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","22","吉林省","27,852,666",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","23","黑龙江省","24,926,440",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","31","上海市","117,915,767",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","32","江苏省","103,180,624",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","35","福建省","102,027,544",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","37","山东省","35,571,674",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","43","湖南省","5,911,216",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","44","广东省","24,657,942",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","45","广西壮族自治区","43,633,999",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","51","四川省","4,620,526",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","53","云南省","50,088,708",
"202003","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","61","陕西省","27,708,310",
"202003","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","32","江苏省","6,271,731",
"202003","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","35","福建省","11,561,900",
"202003","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","37","山东省","30,901,011",
"202003","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","44","广东省","7,206,337",
"202003","1201","大豆，不论是否破碎","410","巴西","33","保税监管场所进出境货物","37","山东省","27,837,885",
"202003","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","11","北京市","25,099",
"202003","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","31","上海市","202,252",
"202003","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","35","福建省","4,013,068",
"202003","1201","大豆，不论是否破碎","501","加拿大","14","来料加工贸易","44","广东省","119,016",
"202003","1201","大豆，不论是否破碎","501","加拿大","15","进料加工贸易","44","广东省","105,705",
"202003","1201","大豆，不论是否破碎","502","美国","10","一般贸易","11","北京市","82,009,174",
"202003","1201","大豆，不论是否破碎","502","美国","10","一般贸易","12","天津市","144,543,908",
"202003","1201","大豆，不论是否破碎","502","美国","10","一般贸易","13","河北省","37,659,599",
"202003","1201","大豆，不论是否破碎","502","美国","10","一般贸易","21","辽宁省","27,633,153",
"202003","1201","大豆，不论是否破碎","502","美国","10","一般贸易","31","上海市","153,770,187",
"202003","1201","大豆，不论是否破碎","502","美国","10","一般贸易","32","江苏省","6,555,803",
"202003","1201","大豆，不论是否破碎","502","美国","10","一般贸易","37","山东省","143,090,883",
"202003","1201","大豆，不论是否破碎","502","美国","10","一般贸易","41","河南省","24,216,373",
"202003","1201","大豆，不论是否破碎","502","美国","10","一般贸易","43","湖南省","8,202,894",
"202003","1201","大豆，不论是否破碎","502","美国","10","一般贸易","45","广西壮族自治区","55,042,568",
"202003","1201","大豆，不论是否破碎","502","美国","10","一般贸易","51","四川省","10,732,230",
"202003","1201","大豆，不论是否破碎","502","美国","39","其他","44","广东省","244",
"202004","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","11","北京市","2,082,555",
"202004","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","23","黑龙江省","2,500,191",
