"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","美元",
"202501","1201","大豆，不论是否破碎","217","埃塞俄比亚","10","一般贸易","11","北京市","321,592",
"202501","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","21","辽宁省","1,225,435",
"202501","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","23","黑龙江省","1,526,601",
"202501","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","51","四川省","110,107",
"202501","1201","大豆，不论是否破碎","344","俄罗斯","19","边境小额贸易","23","黑龙江省","14,365,266",
"202501","1201","大豆，不论是否破碎","344","俄罗斯","34","海关特殊监管区域物流货物","23","黑龙江省","116,273",
"202501","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","11","北京市","20,918,692",
"202501","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","45","广西壮族自治区","31,468,923",
"202501","1201","大豆，不论是否破碎","402","阿根廷","39","其他","11","北京市","502",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","12","天津市","23,644,359",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","13","河北省","32,939,323",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","14","山西省","12,048,067",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","21","辽宁省","28,047,070",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","31","上海市","124,049,594",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","32","江苏省","158,824,371",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","34","安徽省","8,638,311",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","35","福建省","61,158,784",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","37","山东省","107,658,778",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","41","河南省","34,426,520",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","43","湖南省","57,874,952",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","44","广东省","64,003,592",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","45","广西壮族自治区","52,005,930",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","46","海南省","11,429,299",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","51","四川省","7,307,451",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","53","云南省","64,362,814",
"202501","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","61","陕西省","54,476,051",
"202501","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","32","江苏省","4,634,223",
"202501","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","35","福建省","4,607,900",
"202501","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","37","山东省","27,091,859",
"202501","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","44","广东省","28,382,369",
"202501","1201","大豆，不论是否破碎","410","巴西","15","进料加工贸易","45","广西壮族自治区","3,261,837",
"202501","1201","大豆，不论是否破碎","410","巴西","33","保税监管场所进出境货物","43","湖南省","47,198,524",
"202501","1201","大豆，不论是否破碎","410","巴西","33","保税监管场所进出境货物","46","海南省","13,969,143",
"202501","1201","大豆，不论是否破碎","444","乌拉圭","10","一般贸易","32","江苏省","30,371,674",
"202501","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","13","河北省","29,386,631",
"202501","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","21","辽宁省","59,462,041",
"202501","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","32","江苏省","31,802,738",
"202501","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","37","山东省","4,965,160",
"202501","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","43","湖南省","612,543",
"202501","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","44","广东省","20,460,029",
"202501","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","45","广西壮族自治区","29,542,625",
"202501","1201","大豆，不论是否破碎","501","加拿大","14","来料加工贸易","44","广东省","335,188",
"202501","1201","大豆，不论是否破碎","501","加拿大","15","进料加工贸易","44","广东省","8,858,522",
