"数据年月","商品编码","商品名称","贸易伙伴编码","贸易伙伴名称","贸易方式编码","贸易方式名称","注册地编码","注册地名称","美元",
"202201","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","12","天津市","838,569",
"202201","1201","大豆，不论是否破碎","203","贝宁","10","一般贸易","34","安徽省","179,342",
"202201","1201","大豆，不论是否破碎","217","埃塞俄比亚","15","进料加工贸易","21","辽宁省","17,432",
"202201","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","21","辽宁省","1,491,514",
"202201","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","23","黑龙江省","9,390,914",
"202201","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","35","福建省","3,912,150",
"202201","1201","大豆，不论是否破碎","344","俄罗斯","10","一般贸易","37","山东省","182,000",
"202201","1201","大豆，不论是否破碎","344","俄罗斯","15","进料加工贸易","21","辽宁省","4,012,000",
"202201","1201","大豆，不论是否破碎","344","俄罗斯","19","边境小额贸易","23","黑龙江省","6,742,815",
"202201","1201","大豆，不论是否破碎","344","俄罗斯","34","海关特殊监管区域物流货物","23","黑龙江省","50,400",
"202201","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","11","北京市","1,764,841",
"202201","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","12","天津市","365,811",
"202201","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","13","河北省","1,017,013",
"202201","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","23","黑龙江省","63,293",
"202201","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","31","上海市","209,567",
"202201","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","33","浙江省","1,315,595",
"202201","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","34","安徽省","2,232,578",
"202201","1201","大豆，不论是否破碎","347","乌克兰","10","一般贸易","42","湖北省","786,393",
"202201","1201","大豆，不论是否破碎","402","阿根廷","10","一般贸易","31","上海市","73,261,606",
"202201","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","12","天津市","53,336,179",
"202201","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","21","辽宁省","79,462,119",
"202201","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","31","上海市","180,396,636",
"202201","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","32","江苏省","457,578,853",
"202201","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","33","浙江省","79,275,909",
"202201","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","35","福建省","122,669,152",
"202201","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","37","山东省","77,049,335",
"202201","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","44","广东省","40,144,238",
"202201","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","45","广西壮族自治区","122,951,645",
"202201","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","53","云南省","80,878,933",
"202201","1201","大豆，不论是否破碎","410","巴西","10","一般贸易","61","陕西省","42,452,209",
"202201","1201","大豆，不论是否破碎","410","巴西","33","保税监管场所进出境货物","33","浙江省","18,031,122",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","11","北京市","3,679,210",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","12","天津市","855,784",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","13","河北省","7,582,971",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","21","辽宁省","607,804",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","31","上海市","4,738,528",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","32","江苏省","1,877,209",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","33","浙江省","719,293",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","34","安徽省","3,050,908",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","35","福建省","3,806,915",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","37","山东省","47,177,182",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","43","湖南省","2,781,288",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","44","广东省","955,531",
"202201","1201","大豆，不论是否破碎","501","加拿大","10","一般贸易","62","甘肃省","344,285",
"202201","1201","大豆，不论是否破碎","501","加拿大","14","来料加工贸易","44","广东省","202,536",
"202201","1201","大豆，不论是否破碎","501","加拿大","15","进料加工贸易","12","天津市","791,934",
"202201","1201","大豆，不论是否破碎","501","加拿大","15","进料加工贸易","23","黑龙江省","2,794,826",
"202201","1201","大豆，不论是否破碎","501","加拿大","15","进料加工贸易","44","广东省","267,264",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","11","北京市","675,826,336",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","12","天津市","125,062,761",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","13","河北省","412,462,068",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","21","辽宁省","282,804,020",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","22","吉林省","103,197",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","23","黑龙江省","82,585,251",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","31","上海市","413,086,155",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","32","江苏省","724,316,298",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","33","浙江省","17,356,458",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","34","安徽省","35,407,227",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","35","福建省","198,404,716",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","36","江西省","43,205,762",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","37","山东省","228,430,107",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","41","河南省","20,861,408",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","42","湖北省","23,556,797",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","43","湖南省","42,783,589",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","44","广东省","53,583,584",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","45","广西壮族自治区","121,390,871",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","50","重庆市","8,117,267",
"202201","1201","大豆，不论是否破碎","502","美国","10","一般贸易","53","云南省","4,723,618",
"202201","1201","大豆，不论是否破碎","502","美国","15","进料加工贸易","32","江苏省","13,697,358",
"202201","1201","大豆，不论是否破碎","502","美国","15","进料加工贸易","35","福建省","5,847,100",
"202201","1201","大豆，不论是否破碎","502","美国","15","进料加工贸易","37","山东省","30,560,912",
"202201","1201","大豆，不论是否破碎","502","美国","15","进料加工贸易","44","广东省","14,714,250",
"202201","1201","大豆，不论是否破碎","502","美国","15","进料加工贸易","45","广西壮族自治区","2,942,850",
"202201","1201","大豆，不论是否破碎","502","美国","33","保税监管场所进出境货物","43","湖南省","61,815,526",
