typeCode,freqCode,refPeriodId,refYear,refMonth,period,reporterCode,reporterISO,reporterDesc,flowCode,flowDesc,partnerCode,partnerISO,partnerDesc,partner2Code,partner2ISO,partner2Desc,classificationCode,classificationSearchCode,isOriginalClassification,cmdCode,cmdDesc,aggrLevel,isLeaf,customsCode,customsDesc,mosCode,motCode,motDesc,qtyUnitCode,qtyUnitAbbr,qty,isQtyEstimated,altQtyUnitCode,altQtyUnitAbbr,altQty,isAltQtyEstimated,netWgt,isNetWgtEstimated,grossWgt,isGrossWgtEstimated,cifvalue,fobvalue,primaryValue,legacyEstimationFlag,isReported,isAggregate
"C","M","20241101","2024","11","202411","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","60838.984","true","0","false","97366779","95702193","97366779","6","false","true",
"C","M","20241201","2024","12","202412","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","97217.778","true","0","false","154527791","152454126","154527791","6","false","true",
"C","M","20250101","2025","1","202501","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","67179.85","true","0","false","107389403","105534763","107389403","6","false","true",
"C","M","20250201","2025","2","202502","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","71481.162","true","0","false","113983487","112360550","113983487","6","false","true",
"C","M","20250301","2025","3","202503","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","112955.172","true","0","false","178028479","175971749","178028479","6","false","true",
"C","M","20250401","2025","4","202504","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","53726.549","true","0","false","84890063","83541023","84890063","6","false","true",
"C","M","20250501","2025","5","202505","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","70860.004","true","0","false","112035759","110911237","112035759","6","false","true",
"C","M","20250601","2025","6","202506","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","78345.64","true","0","false","122932032","121885642","122932032","6","false","true",
"C","M","20250701","2025","7","202507","842","USA","USA","M","Import","156","CHN","China","0","W00","World","H6","HS","true","8542","Electronic integrated circuits","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","true","-1","N/A","0","false","59971.035","true","0","false","94184975","93159583","94184975","6","false","true",
