数据年月,贸易伙伴名称,美元
202501,巴西,23644359.0
202501,巴西,32939323.0
202501,巴西,12048067.0
202501,巴西,28047070.0
202501,巴西,124049594.0
202501,巴西,158824371.0
202501,巴西,8638311.0
202501,巴西,61158784.0
202501,巴西,107658778.0
202501,巴西,34426520.0
202501,巴西,57874952.0
202501,巴西,64003592.0
202501,巴西,52005930.0
202501,巴西,11429299.0
202501,巴西,7307451.0
202501,巴西,64362814.0
202501,巴西,54476051.0
202501,巴西,4634223.0
202501,巴西,4607900.0
202501,巴西,27091859.0
202501,巴西,28382369.0
202501,巴西,3261837.0
202501,巴西,47198524.0
202501,巴西,13969143.0
202502,巴西,5132363.0
202502,巴西,31125425.0
202502,巴西,50092077.0
202502,巴西,175489151.0
202502,巴西,4917427.0
202502,巴西,13731048.0
202502,巴西,6614100.0
202502,巴西,46700391.0
202502,巴西,64022740.0
202502,巴西,13677660.0
202502,巴西,40614943.0
202502,巴西,26743948.0
202502,巴西,16511555.0
202502,巴西,73533141.0
202502,巴西,32298070.0
202502,巴西,14203186.0
202502,巴西,4524300.0
202502,巴西,17961227.0
202503,巴西,72515040.0
202503,巴西,32166409.0
202503,巴西,33903315.0
202503,巴西,61471992.0
202503,巴西,29556192.0
202503,巴西,63001215.0
202503,巴西,8386419.0
202503,巴西,62850669.0
202503,巴西,16129884.0
202503,巴西,59743142.0
202504,巴西,212589299.0
202504,巴西,59874993.0
202504,巴西,117946580.0
202504,巴西,94651695.0
202504,巴西,465675484.0
202504,巴西,82703528.0
202504,巴西,12683468.0
202504,巴西,6301350.0
202504,巴西,140296407.0
202504,巴西,12647271.0
202504,巴西,376085321.0
202504,巴西,29296353.0
202504,巴西,34504389.0
202504,巴西,69472120.0
202504,巴西,7610838.0
202504,巴西,77902465.0
202504,巴西,45967528.0
202504,巴西,10227112.0
202504,巴西,4147600.0
202504,巴西,36273805.0
202504,巴西,29865115.0
202504,巴西,2488560.0
202504,巴西,14397109.0
202504,巴西,71951026.0
202505,巴西,415614091.0
202505,巴西,333936556.0
202505,巴西,207910930.0
202505,巴西,207105080.0
202505,巴西,557375546.0
202505,巴西,1265664774.0
202505,巴西,93984804.0
202505,巴西,14489858.0
202505,巴西,136116610.0
202505,巴西,19721565.0
202505,巴西,662149844.0
202505,巴西,49481636.0
202505,巴西,27724699.0
202505,巴西,78535955.0
202505,巴西,303036609.0
202505,巴西,276873177.0
