数据年月,贸易伙伴名称,美元
202501,阿根廷,20918692.0
202501,阿根廷,31468923.0
202501,阿根廷,502.0
202506,阿根廷,718.0
202507,阿根廷,248628558.0
202508,阿根廷,416315577.0
202508,阿根廷,6741700.0
202508,阿根廷,6554789.0
202508,阿根廷,38776140.0
202508,阿根廷,10380.0
202509,阿根廷,265237785.0
202509,阿根廷,30079402.0
202509,阿根廷,24856516.0
202509,阿根廷,73964190.0
202509,阿根廷,7657521.0
202509,阿根廷,24423854.0
202509,阿根廷,15313755.0
202509,阿根廷,27654758.0
202509,阿根廷,6046768.0
202509,阿根廷,12673452.0
202509,阿根廷,15921190.0
202509,阿根廷,10306133.0
202510,阿根廷,116287089.0
202510,阿根廷,65107530.0
202510,阿根廷,43484666.0
202510,阿根廷,55749507.0
202510,阿根廷,105951048.0
202510,阿根廷,8288547.0
202510,阿根廷,31183942.0
202510,阿根廷,12845934.0
202510,阿根廷,34851086.0
202510,阿根廷,7686544.0
202510,阿根廷,9182166.0
202510,阿根廷,79513242.0
202510,阿根廷,45433033.0
202510,阿根廷,13411260.0
202510,阿根廷,13411260.0
202510,阿根廷,23969463.0
202510,阿根廷,29782939.0
202510,阿根廷,6662072.0
